date,julian_date,lake,sample_date,depth_m,water_temp_c,barometric_pressure_mmhg,dissolved_oxygen_percent_per_liter,dissolved_oxygen_mgL,conductivity_uScm,ph,ysi_salinity_ppt
16-Mar-14,14075,Miramar,36,5,17.5,746.1,92.2,8.55,752,8.22,0.43
16-Mar-14,14075,Miramar,36,9,15,746.1,93.8,8.96,740,8.19,0.43
16-Mar-14,14075,Miramar,36,13,15.9,746.2,82.2,8,723,8.19,0.43
16-Mar-14,14075,Miramar,36,17,15.2,746.2,73.7,7.21,711,8.08,0.43
16-Mar-14,14075,Miramar,36,20,14.6,746.1,69.3,6.83,697,7.88,0.43
16-Mar-14,14075,Murray,36,1,19.6,750.1,117.8,10.48,773,8.49,0.42
16-Mar-14,14075,Murray,36,5,18.2,750.1,144.5,10.59,740,8.49,0.42
16-Mar-14,14075,Murray,36,9,16.7,750.2,67.4,6.34,720,7.89,0.42
16-Mar-14,14075,Murray,36,13,14.9,750.3,3.8,0.36,687,7.52,0.42
16-Mar-14,14075,Murray,36,15,14.9,750.4,2.1,0.21,688,7.51,0.42
22-Mar-14,14081,Murray,37,1,19.2,749.1,109.3,9.59,751,8.61,0.42
22-Mar-14,14081,Murray,37,5,18.7,749.1,107.4,9.83,752,8.52,0.42
22-Mar-14,14081,Murray,37,9,17.9,749.1,100,9.8,738,8.35,0.42
22-Mar-14,14081,Murray,37,13,15.5,749.1,10.3,0.85,700,7.67,0.42
22-Mar-14,14081,Murray,37,17,15,749.1,3.1,0.33,689,7.55,0.42
22-Mar-14,14081,Miramar,37,1,18.4,745.2,94.4,8.62,770,8.27,0.43
22-Mar-14,14081,Miramar,37,5,18.3,745.1,92.8,8.51,768,8.24,0.43
22-Mar-14,14081,Miramar,37,9,17.5,745.1,97.1,9.04,750,8.23,0.43
22-Mar-14,14081,Miramar,37,13,16.2,745.2,93.6,8.86,730,8.13,0.43
22-Mar-14,14081,Miramar,37,17,15.6,745.2,79.3,7.71,718,8.03,0.43
22-Mar-14,14081,Miramar,37,20,14.7,745.1,78,7.21,700,7.89,0.43
22-Mar-14,14081,Poway,37,1,18.4,739.4,95.8,8.63,732,8.61,0.41
22-Mar-14,14081,Poway,37,5,18.2,739.4,93.3,8.54,731,8.6,0.41
22-Mar-14,14081,Poway,37,9,16.1,739.4,95.1,9.06,697,8.47,0.41
22-Mar-14,14081,Poway,37,13,14.5,739.4,83.7,8.19,672,8.17,0.42
22-Mar-14,14081,Poway,37,17,14.1,739.4,75.9,7.01,668,8.01,0.42
22-Mar-14,14081,Poway,37,20,14.1,739.4,67.7,6.68,668,7.94,0.42
03-Apr-14,14093,Murray,38,1,18.6,751,94.9,8.6,752,8.53,0.42
03-Apr-14,14093,Murray,38,5,18.6,751,97.5,8.89,760,8.49,0.43
03-Apr-14,14093,Murray,38,9,18.6,751,96.2,8.83,760,8.47,0.43
03-Apr-14,14093,Murray,38,13,16.2,751,10,0.82,715,7.75,0.42
03-Apr-14,14093,Murray,38,16,15.2,751,2.7,0.27,697,7.58,0.42
03-Apr-14,14093,Miramar,38,1,18,746.7,89,8.3,764,8.27,0.44
03-Apr-14,14093,Miramar,38,5,18,746.5,84.3,7.8,763,8.28,0.44
03-Apr-14,14093,Miramar,38,9,17.9,746.5,77.4,7.65,762,8.26,0.44
03-Apr-14,14093,Miramar,38,13,17.9,746.4,83.1,7.74,762,8.24,0.44
03-Apr-14,14093,Miramar,38,17,16.3,746.4,77.9,7.47,733,8.03,0.44
03-Apr-14,14093,Miramar,38,20,14.8,746.4,55.7,5.41,702,7.79,0.43
03-Apr-14,14093,Poway,38,1,18.5,739.8,93.9,8.57,737,8.66,0.42
03-Apr-14,14093,Poway,38,5,18.1,739.8,96.1,8.66,729,8.64,0.41
03-Apr-14,14093,Poway,38,9,16.6,739.8,91.7,8.55,708,8.49,0.42
03-Apr-14,14093,Poway,38,13,14.8,739.8,73.9,7.2,676,8.13,0.42
03-Apr-14,14093,Poway,38,17,14.3,739.7,65.1,6.4,670,7.96,0.42
03-Apr-14,14093,Poway,38,20,14.2,739.7,58.5,5.77,669,7.87,0.42
10-Apr-14,14100,Murray,39,1,19.6,746.9,106.1,9.55,782,8.6,0.43
10-Apr-14,14100,Murray,39,5,19.4,746.8,95.4,8.58,778,8.49,0.43
10-Apr-14,14100,Murray,39,9,18.9,746.8,94.3,8.47,768,8.55,0.43
10-Apr-14,14100,Murray,39,13,16.4,746.8,6,0.42,746,7.7,0.42
10-Apr-14,14100,Murray,39,16,15.3,746.8,2,0.19,702,7.54,0.43
10-Apr-14,14100,Miramar,39,1,19.1,742.1,87.6,8.25,791,8.35,0.44
10-Apr-14,14100,Miramar,39,5,18.6,742.2,92.3,8.3,779,8.4,0.44
10-Apr-14,14100,Miramar,39,9,18.3,742.4,82.5,7.81,771,8.29,0.44
10-Apr-14,14100,Miramar,39,13,18,742.4,87.1,7.89,765,8.22,0.44
10-Apr-14,14100,Miramar,39,17,10.6,742.3,70,7.2,740,8.04,0.44
10-Apr-14,14100,Miramar,39,20,14.9,742.3,52.2,5.23,704,7.8,0.43
10-Apr-14,14100,Poway,39,1,19.1,736.3,102,9.11,753,8.66,0.42
10-Apr-14,14100,Poway,39,5,18.7,736.3,104.6,9.06,740,8.66,0.41
10-Apr-14,14100,Poway,39,9,17.3,736.3,97.8,8.96,716,8.51,0.41
10-Apr-14,14100,Poway,39,13,14.9,736.3,77.1,7.42,682,8.16,0.42
10-Apr-14,14100,Poway,39,17,14.5,736.3,66.7,6.59,672,7.98,0.42
10-Apr-14,14100,Poway,39,20,14.2,736.3,58,4.67,670,7.88,0.42
17-Apr-14,14107,Murray,40,1,20.8,745.4,101.8,8.82,806,8.68,0.43
17-Apr-14,14107,Murray,40,5,20.3,745.4,101.8,9.01,796,8.58,0.43
17-Apr-14,14107,Murray,40,9,19.5,745.4,92.8,8.35,782,8.45,0.43
17-Apr-14,14107,Murray,40,13,17.3,745.4,29.1,2.5,743,7.82,0.43
17-Apr-14,14107,Murray,40,16,15.5,745.4,2.6,0.25,709,7.62,0.43
17-Apr-14,14107,Miramar,40,1,20.1,740.8,92.5,8.06,810,8.34,0.44
17-Apr-14,14107,Miramar,40,5,19.7,740.8,91.4,8.21,803,8.33,0.44
17-Apr-14,14107,Miramar,40,9,19.2,740.8,93.4,8.48,791,8.32,0.44
17-Apr-14,14107,Miramar,40,13,18.3,740.8,83,7.61,773,8.23,0.44
17-Apr-14,14107,Miramar,40,17,16.9,740.8,72.4,6.79,754,8,0.44
17-Apr-14,14107,Miramar,40,20,15,740.8,53.4,5.17,704,7.77,0.43
17-Apr-14,14107,Poway,40,1,20.6,734.3,94.2,8.1,772,8.69,0.42
17-Apr-14,14107,Poway,40,5,19.9,734.4,94.2,8.45,761,8.69,0.41
17-Apr-14,14107,Poway,40,9,17.9,734.2,97.5,8.92,724,8.59,0.41
17-Apr-14,14107,Poway,40,13,15.2,734.2,75.1,7.15,682,8.09,0.41
17-Apr-14,14107,Poway,40,17,14.4,734.1,57.1,5.6,673,7.91,0.42
17-Apr-14,14107,Poway,40,20,14.3,734.1,48.2,4.82,671,7.84,0.42
24-Apr-14,14114,Murray,41,1,21.6,748.2,100.7,8.86,824,8.66,0.43
24-Apr-14,14114,Murray,41,5,21.3,748.2,98.9,8.71,820,8.62,0.43
24-Apr-14,14114,Murray,41,9,20.1,748.2,88.4,7.83,794,8.45,0.43
24-Apr-14,14114,Murray,41,13,17.6,748.1,13.4,1.28,744,7.75,0.43
24-Apr-14,14114,Murray,41,17,15.5,748,2.8,0.27,711,7.69,0.43
24-Apr-14,14114,Miramar,41,1,21.3,742.4,89.7,7.71,857,8.37,0.44
24-Apr-14,14114,Miramar,41,5,20.7,742.4,91,7.83,826,8.33,0.44
24-Apr-14,14114,Miramar,41,9,20.2,742.4,94.1,8.29,813,8.36,0.44
24-Apr-14,14114,Miramar,41,13,18.7,742.4,87.7,7.97,782,8.24,0.44
24-Apr-14,14114,Miramar,41,17,17.4,742.4,72.3,6.75,759,8.06,0.44
24-Apr-14,14114,Miramar,41,20,15.1,742.3,48.1,4.71,710,7.82,0.43
24-Apr-14,14114,Poway,41,1,21.5,735.4,98.7,8.42,795,8.68,0.42
24-Apr-14,14114,Poway,41,5,21,735.4,81.6,7.91,784,8.68,0.42
24-Apr-14,14114,Poway,41,9,17.9,735.4,95.1,9.04,725,8.49,0.41
24-Apr-14,14114,Poway,41,13,15.1,735.4,,,679,7.98,0.42
24-Apr-14,14114,Poway,41,17,14.5,735.3,,,675,7.87,0.42
24-Apr-14,14114,Poway,41,20,14.4,735.3,,,673,7.81,0.42
01-May-14,14121,Murray,42,1,20.8,749.1,91.6,8.22,805,8.57,0.43
01-May-14,14121,Murray,42,5,20.8,749.2,96.4,8.5,808,8.57,0.43
01-May-14,14121,Murray,42,9,20.7,749.2,89.8,8.12,807,8.54,0.43
01-May-14,14121,Murray,42,13,17.4,749.2,3.2,0.29,738,7.62,0.43
01-May-14,14121,Miramar,42,1,20.1,743.8,90.7,8.06,807,8.4,0.44
01-May-14,14121,Miramar,42,5,20.1,743.6,86.6,7.66,815,8.38,0.44
01-May-14,14121,Miramar,42,9,20,743.6,81.3,7.22,814,8.37,0.44
01-May-14,14121,Miramar,42,13,19.8,743.6,83.2,7.54,808,8.32,0.44
01-May-14,14121,Miramar,42,17,17.8,743.5,76.1,7.08,760,8.12,0.44
01-May-14,14121,Miramar,42,20,15.2,743.5,49.1,1.52,714,8.89,0.43
01-May-14,14121,Poway,42,1,20,737.9,97.1,8.43,771,8.7,0.42
01-May-14,14121,Poway,42,5,19.9,737.9,82.2,7.46,767,8.68,0.42
01-May-14,14121,Poway,42,8,19.9,737.9,91.9,NA,767,8.68,0.42
01-May-14,14121,Poway,42,29,,,,,,,
08-May-14,14128,Murray,43,1,22.52,,,,763,8.43,0.393
08-May-14,14128,Murray,43,16,16.05,,,,,,
08-May-14,14128,Miramar,43,1,25.61,,,,745,8.18,0.359
08-May-14,14128,Miramar,43,24,16.24,,,,,,
08-May-14,14128,Poway,43,1,22.42,,,,782,8.34,0.404
08-May-14,14128,Poway,43,29,15.2,,,,,,
15-May-14,14135,Murray,44,1,22.2,748,110,9.2,842,8.81,0.44
15-May-14,14135,Murray,44,5,21.8,748,104,9.16,831,8.6,0.44
15-May-14,14135,Murray,44,9,21.4,747.9,99.2,8.62,826,8.49,0.44
15-May-14,14135,Murray,44,13,18.6,748,4.2,0.38,766,7.82,0.43
15-May-14,14135,Murray,44,16,16.1,748,0.3,0.03,724,7.75,0.43
15-May-14,14135,Miramar,44,1,21.3,743.3,111.2,9.62,845,8.45,0.45
15-May-14,14135,Miramar,44,5,21.2,743.3,102.7,8.86,843,8.41,0.45
15-May-14,14135,Miramar,44,9,21.1,743.4,105.9,9.24,842,8.4,0.45
15-May-14,14135,Miramar,44,13,20.8,743.4,97.9,8.5,834,8.32,0.45
15-May-14,14135,Miramar,44,17,19.6,743.5,84.1,7.52,806,8.11,0.44
15-May-14,14135,Miramar,44,20,15.2,743.5,3.3,0.33,709,7.75,0.43
15-May-14,14135,Poway,44,1,20.9,737.5,117,10.07,781,8.65,0.42
15-May-14,14135,Poway,44,5,20.7,737.5,115.8,9.98,784,8.64,0.42
15-May-14,14135,Poway,44,9,20.6,737.3,108.3,9.4,781,8.63,0.42
15-May-14,14135,Poway,44,13,16.5,737.2,86.3,8.22,712,8.12,0.42
15-May-14,14135,Poway,44,17,14.9,737.1,67.7,6.37,682,7.91,0.42
15-May-14,14135,Poway,44,20,14.6,737.1,44.9,4.45,677,7.79,0.42
22-May-14,14142,Poway,45,1,21.8,737,102.3,9.06,800,8.71,0.42
22-May-14,14142,Poway,45,5,21.8,736.9,111.7,9.55,806,8.72,0.42
22-May-14,14142,Poway,45,9,21,736.9,107.1,9.21,789,8.68,0.42
22-May-14,14142,Poway,45,13,17.4,736.9,84.1,7.68,741,8.25,0.43
22-May-14,14142,Poway,45,17,16.5,736.8,76.9,7.29,713,8.1,0.42
22-May-14,14142,Poway,45,20,14.7,736.7,48.4,4.69,680,7.9,0.42
22-May-14,14142,Miramar,45,1,22.2,742.9,108.5,9.18,863,8.52,0.45
22-May-14,14142,Miramar,45,5,22.2,742.9,108.1,9.06,867,8.53,0.45
22-May-14,14142,Miramar,45,9,21.9,743,108.2,9.18,858,8.5,0.45
22-May-14,14142,Miramar,45,13,20.9,743.1,40,4.05,839,8.27,0.45
22-May-14,14142,Miramar,45,17,17.8,743,72.1,4.81,764,7.94,0.44
22-May-14,14142,Miramar,45,20,15.7,743,59.4,4.15,720,7.81,0.43
22-May-14,14142,Murray,45,1,22.8,747.9,122.1,9.86,853,8.65,0.44
22-May-14,14142,Murray,45,5,22.8,747.9,126,10.19,851,8.66,0.44
22-May-14,14142,Murray,45,9,21.9,748,104.1,8.63,835,8.42,0.44
22-May-14,14142,Murray,45,13,18.8,748,11.3,0.94,777,7.79,0.43
22-May-14,14142,Murray,45,16,16.1,747.9,4.4,0.44,731,7.78,0.44
29-May-14,14149,Murray,46,1,24.4,745,116.7,9.16,863,8.6,0.43
29-May-14,14149,Murray,46,16,,,,,,,
29-May-14,14149,Miramar,46,1,23.8,740.7,114.3,9.45,1000,8.38,0.47
29-May-14,14149,Miramar,46,5,22.7,740.6,102.3,10.45,826,8.42,0.41
29-May-14,14149,Miramar,46,9,22,740.6,116.4,9.59,888,8.41,0.44
29-May-14,14149,Miramar,46,13,21.5,740.5,95,8.04,844,8.27,0.44
29-May-14,14149,Miramar,46,17,20.3,740.4,72.7,6.31,821,8.03,0.45
29-May-14,14149,Miramar,46,20,15.7,740.3,43.1,4.11,718,7.75,0.43
29-May-14,14149,Poway,46,1,24,773,115.5,9.11,863,8.69,0.47
29-May-14,14149,Poway,46,5,22.5,735,122.3,10.18,811,8.72,0.4
29-May-14,14149,Poway,46,9,21.4,734.9,108.6,9.16,778,8.66,0.42
29-May-14,14149,Poway,46,13,18,734.8,90.3,7.67,729,8.16,0.42
29-May-14,14149,Poway,46,17,17.5,734.8,70.4,7.33,717,8.08,0.42
29-May-14,14149,Poway,46,20,15,734.6,62.2,4.95,682,7.69,0.42
05-Jun-14,14156,Murray,47,1,24.5,744.1,111.5,9.09,861,8.58,0.44
05-Jun-14,14156,Murray,47,5,24,744,106,8.73,846,8.5,0.43
05-Jun-14,14156,Murray,47,9,23,744.1,85.6,7.16,841,8.34,0.44
05-Jun-14,14156,Murray,47,13,19.5,744.2,5.9,0.54,802,7.8,0.44
05-Jun-14,14156,Murray,47,17,16.3,744.2,0.2,0.02,738,7.82,0.44
05-Jun-14,14156,Miramar,47,1,24.3,739.2,101.8,8.26,851,8.37,0.45
05-Jun-14,14156,Miramar,47,5,23.8,739,105.1,8.58,899,8.33,0.45
05-Jun-14,14156,Miramar,47,9,22.8,738.9,104.8,8.79,873,8.33,0.45
05-Jun-14,14156,Miramar,47,13,21.8,739,90.7,7.72,850,8.2,0.44
05-Jun-14,14156,Miramar,47,17,19.8,739,65.3,5.77,845,8.01,0.45
05-Jun-14,14156,Miramar,47,20,15.6,738.9,34.6,3.2,721,7.76,0.44
05-Jun-14,14156,Poway,47,1,24.8,732.5,114,8.8,860,8.7,0.42
05-Jun-14,14156,Poway,47,5,23.9,732.4,116.9,9.71,856,8.71,0.42
05-Jun-14,14156,Poway,47,9,21.5,732.3,103.9,8.83,797,8.6,0.42
05-Jun-14,14156,Poway,47,13,18.4,732.2,90.9,8.1,742,8.23,0.42
05-Jun-14,14156,Poway,47,17,17.8,732.2,75.2,6.87,733,8.12,0.42
05-Jun-14,14156,Poway,47,20,15,732.1,40.7,5.04,688,7.92,0.42
13-Jun-14,14164,Murray,48,1,24.9,746.5,113.7,8.06,873,8.47,0.45
13-Jun-14,14164,Murray,48,5,24.7,746.5,106.1,8.58,844,8.4,0.43
13-Jun-14,14164,Murray,48,9,23.8,746.4,91.9,7.63,855,8.21,0.43
13-Jun-14,14164,Murray,48,13,19.1,746.4,10.5,0.94,788,7.85,0.44
13-Jun-14,14164,Murray,48,17,16.4,746.5,0.3,0.0003,742,7.85,0.44
15-Jun-14,14166,Miramar,48,1,25,739.4,103.9,8.27,914,8.41,0.45
15-Jun-14,14166,Miramar,48,5,24.6,739.4,96.5,8,906,8.36,0.45
15-Jun-14,14166,Miramar,48,9,24.1,739.6,98.3,8.09,891,8.29,0.44
15-Jun-14,14166,Miramar,48,13,22.3,739.5,82.6,7.35,864,8.16,0.45
15-Jun-14,14166,Miramar,48,17,20.2,739.5,67.2,6.56,823,7.99,0.45
15-Jun-14,14166,Miramar,48,20,15.7,739.5,21.1,2.04,720,7.73,0.43
15-Jun-14,14166,Poway,48,1,25.1,733.8,101.9,8.09,849,8.7,0.42
15-Jun-14,14166,Poway,48,5,25.1,733.8,108.4,8.54,856,8.73,0.42
15-Jun-14,14166,Poway,48,9,20.6,733.8,112.5,9.76,778,8.45,0.42
15-Jun-14,14166,Poway,48,13,18.4,733.8,86.3,7.75,740,8.17,0.42
15-Jun-14,14166,Poway,48,17,17.4,733.7,,,734,8.06,0.42
15-Jun-14,14166,Poway,48,20,15.5,733.7,4.2,,693,7.91,0.42
19-Jun-14,14170,Murray,49,1,26,,,,735,8.33,0.34
19-Jun-14,14170,Murray,49,16,18,,,,,,
19-Jun-14,14170,Miramar,49,1,24,,,,807,8.07,0.4
19-Jun-14,14170,Miramar,49,24,19,,,,,,
19-Jun-14,14170,Poway,49,1,26,,,,744,8.49,0.36
19-Jun-14,14170,Poway,49,29,17,,,,,,
26-Jun-15,14177,Murray,50,1,25,,,,651,8.32,0.32
26-Jun-15,14177,Murray,50,16,19.6,,,,,,
26-Jun-15,14177,Miramar,50,1,23.9,,,,667,8.14,0.33
26-Jun-15,14177,Miramar,50,23,18.5,,,,,,
26-Jun-15,14177,Poway,50,1,25.3,,,,670,8.43,0.32
26-Jun-15,14177,Poway,50,29,21.8,,,,,,
26-Jun-15,14177,Poway,50,29,,,,,,,
